company_name|ein|annual_average_employees_2020|annual_average_employees_2021|annual_average_employees_2022|annual_average_employees_2023|annual_average_employees_2024|total_hours_worked_2020|total_hours_worked_2021|total_hours_worked_2022|total_hours_worked_2023|total_hours_worked_2024|pitchbook_list_website|pitchbook_list_company_name|top100_company_name|nrca_list_company_name|affinity_organizations_20250915_141926_company_name|osha_company_name|stripped_company_name
Jobba Trade Technologies||0|0|0|0|0|0|0|0|0|0|www.jobba.com|Jobba Trade Technologies|||||jobba trade
JOE'S ROOFING||0|0|0|0|0|0|0|0|0|0|joesroofing.net|JOE'S ROOFING|||||joe's roofing
John Cossey Roofing & Maintenance Contractors||0|0|0|0|0|0|0|0|0|0|unknown|John Cossey Roofing & Maintenance Contractors|||||john cossey roofing & maintenance
John Flowers||0|0|0|0|0|0|0|0|0|0|johnflowers.co.uk|John Flowers|||||john flowers
John Hogan Roofing||0|0|0|0|0|0|0|0|0|0|www.johnhoganroofing.com|John Hogan Roofing|||||john hogan roofing
John Minter Roofing Contractor & Construction||0|0|0|0|0|0|0|0|0|0|contractormedfordoregon.com|John Minter Roofing Contractor & Construction|||||john minter roofing contractor
John Price Roofing Contractors||0|0|0|0|0|0|0|0|0|0|roofingtelford.co.uk|John Price Roofing Contractors|||||john price roofing
John Turner Roofing & Building Services||0|0|0|0|0|0|0|0|0|0|unknown|John Turner Roofing & Building Services|||||john turner roofing & building
Jolly Roofing||0|0|0|0|0|0|0|0|0|0|www.jollyroofing.com|Jolly Roofing|||||jolly roofing
Jonathan Roberts Roofing Contractors||0|0|0|0|0|0|0|0|0|0|shropshireroofing.com|Jonathan Roberts Roofing Contractors|||||jonathan roberts roofing
JR & Co. Roofing||0|0|0|0|0|0|0|0|0|0|||JR & Co. Roofing||||jr & co. roofing
Jtl Roofing Services||0|0|0|0|0|0|0|0|0|0|jtlroofing.com|Jtl Roofing Services|||||jtl roofing
Jtmp Roofing Services||0|0|0|0|0|0|0|0|0|0|unknown|Jtmp Roofing Services|||||jtmp roofing
Julian Roofing Services||0|0|0|0|0|0|0|0|0|0|julianroofing.co.uk|Julian Roofing Services|||||julian roofing
Jurin Roofing Services Inc. of Florida||0|0|0|0|0|0|0|0|0|0|jurinroofingflorida.com|Jurin Roofing Services Inc. of Florida|||||jurin roofing services inc. of florida
Jw Roofing Contractors||0|0|0|0|0|0|0|0|0|0|jwroofing.co.uk|Jw Roofing Contractors|||||jw roofing
Jw Roofing Services, Warren Cross Roofing Inc. Dba||0|0|0|0|0|0|0|0|0|0|jwroofingservices.com|Jw Roofing Services, Warren Cross Roofing Inc. Dba|||||jw roofing services warren cross roofing inc. dba
Jwm Roofing And Property Services||0|0|0|0|0|0|0|0|0|0|unknown|Jwm Roofing And Property Services|||||jwm roofing & property
K & M Roofing And Building Services||0|0|0|0|0|0|0|0|0|0|kandmroofing.co.uk|K & M Roofing And Building Services|||||k & m roofing & building
K&M Services Roofing and Construction||0|0|0|0|0|0|0|0|0|0|kmservicepro.com|K&M Services Roofing and Construction|||||k & m services roofing
K & S Roofing Contractors||0|0|0|0|0|0|0|0|0|0|unknown|K & S Roofing Contractors|||||k & s roofing
K Humphries & Sons Roofing Contractors||0|0|0|0|0|0|0|0|0|0|khumphriesroofing.co.uk|K Humphries & Sons Roofing Contractors|||||k humphries & sons roofing
K R Roofing & Building Services||0|0|0|0|0|0|0|0|0|0|krroofingandbuildingltd.co.uk|K R Roofing & Building Services|||||k r roofing & building
K Waddington And Sons Roofing Contractors||0|0|0|0|0|0|0|0|0|0|kwaddingtonroofing.com|K Waddington And Sons Roofing Contractors|||||k waddington & sons roofing
K. A. Newman Roofing Services||0|0|0|0|0|0|0|0|0|0|kanewman.co.uk|K. A. Newman Roofing Services|||||k. a. newman roofing
K.A.S Roofing||0|0|0|0|0|0|0|0|0|0|unknown|K.A.S Roofing|||||k.a.s roofing
K.N. Tagdækning||0|0|0|0|0|0|0|0|0|0|www.kntag.dk|K.N. Tagdækning|||||k.n. tagdækning
Kairos Roofing||0|0|0|0|0|0|0|0|0|0|www.kairosroofingllc.com|Kairos Roofing|||||kairos roofing
Karl Terry Roofing Contractors||0|0|0|0|0|0|0|0|0|0|kentpegs.com|Karl Terry Roofing Contractors|||||karl terry roofing
Katy's Best Roofing & Siding Services||0|0|0|0|0|0|0|0|0|0|bestsidingandroofing.com|Katy's Best Roofing & Siding Services|||||katy's best roofing & siding
Kbl Roofing Contractor||0|0|0|0|0|0|0|0|0|0|kblroofingcontractor.com|Kbl Roofing Contractor|||||kbl roofing contractor
Kellock Roofing Services||0|0|0|0|0|0|0|0|0|0|unknown|Kellock Roofing Services|||||kellock roofing
Kemp Roofing Contractors||0|0|0|0|0|0|0|0|0|0|unknown|Kemp Roofing Contractors|||||kemp roofing
Ken's Parkhill Roofing||0|0|0|0|0|0|0|0|0|0|www.parkhillroofing.com|Ken's Parkhill Roofing|||||ken's parkhill roofing
Kennedy Roofing Services 1990||0|0|0|0|0|0|0|0|0|0|kennedyroofingservices1990.com|Kennedy Roofing Services 1990|||||kennedy roofing services 1990
Keystone Commercial Roofing (Construction and Engineering)||0|0|0|0|0|0|0|0|0|0|www.keystonecommercialroofingnyc.com|Keystone Commercial Roofing (Construction and Engineering)|||||keystone commercial roofing
Keystone Roofing Systems||0|0|0|0|0|0|0|0|0|0|keystoneroofingsystems.com|Keystone Roofing Systems|||||keystone roofing
Kilty Roofing Services||0|0|0|0|0|0|0|0|0|0|unknown|Kilty Roofing Services|||||kilty roofing
King Quality||0|0|0|0|0|0|0|0|0|0|www.kingquality.com|King Quality|||||king quality
King Roofing Services||0|0|0|0|0|0|0|0|0|0|kingroofingservices.co.uk|King Roofing Services|||||king roofing
King's Roofing||0|0|0|0|0|0|0|0|0|0|kingsroofing.net|King's Roofing|||||king's roofing
Kirkin Exteriors||0|0|0|0|0|0|0|0|0|0|www.kirkinroofing.com|Kirkin Exteriors|||||kirkin exteriors
Kirtley & Sons Roofing||0|0|0|0|0|0|0|0|0|0|kirtleyroofing.com|Kirtley & Sons Roofing|||||kirtley & sons roofing
Klaus Roofing Systems||0|0|0|0|0|0|0|0|0|0|klausroofingsystems.com|Klaus Roofing Systems|||||klaus roofing
Knight Commercial||0|0|0|0|0|0|0|0|0|0|www.knightcommercial.com|Knight Commercial|||||knight commercial
Knight Roofing||0|0|0|0|0|0|0|0|0|0|knightroofing.com|Knight Roofing|||||knight roofing
L J Teal Roofing Services||0|0|0|0|0|0|0|0|0|0|unknown|L J Teal Roofing Services|||||l j teal roofing
L Oliver And Son Roofing Contractors||0|0|0|0|0|0|0|0|0|0|loliverandson.co.uk|L Oliver And Son Roofing Contractors|||||l oliver & son roofing
L S Roofing Services||0|0|0|0|0|0|0|0|0|0|lhcroofing.co.uk|L S Roofing Services|||||l s roofing
L. Hough Building & Roofing Services||0|0|0|0|0|0|0|0|0|0|lhoughbrs.co.uk|L. Hough Building & Roofing Services|||||l. hough building & roofing
L. K. Roofing Services||0|0|0|0|0|0|0|0|0|0|lkroofingservices.co.uk|L. K. Roofing Services|||||l. k. roofing
L.I Roofing||0|0|0|0|0|0|0|0|0|0|liroofing.co.uk|L.I Roofing|||||l.i roofing
L.I.D. Roofing||0|0|0|0|0|0|0|0|0|0|lidroofing.com|L.I.D. Roofing|||||l.i.d. roofing
L.T.C. Roofing And Building Services||0|0|0|0|0|0|0|0|0|0|cotswoldprivateoffice.co.uk|L.T.C. Roofing And Building Services|||||l.t.c. roofing & building
Lafayette Roofing & General Contractors||0|0|0|0|0|0|0|0|0|0|lafayette-roofing.com|Lafayette Roofing & General Contractors|||||lafayette roofing & general
Lake Champlain Roofing||0|0|0|0|0|0|0|0|0|0|www.lakechamplainroofing.net|Lake Champlain Roofing|||||lake champlain roofing
Landmark Roofing Services||0|0|0|0|0|0|0|0|0|0|landmarkroofingexperts.com|Landmark Roofing Services|||||landmark roofing
Lavalion Roofing and Home Services||0|0|0|0|0|0|0|0|0|0|lavalionroofing.com|Lavalion Roofing and Home Services|||||lavalion roofing & home
Lavey Roofing Services||0|0|0|0|0|0|0|0|0|0|www.laveyroofingservices.com|Lavey Roofing Services|||||lavey roofing
Lc Roofing Contractors||0|0|0|0|0|0|0|0|0|0|lc-roofing.com|Lc Roofing Contractors|||||lc roofing
Lee Moore & Sons Roofing Services||0|0|0|0|0|0|0|0|0|0|leemooreandsonsroofing.co.uk|Lee Moore & Sons Roofing Services|||||lee moore & sons roofing
Leicestershire Roofing Services||0|0|0|0|0|0|0|0|0|0|leicestershireroofingservices.com|Leicestershire Roofing Services|||||leicestershire roofing
Len's Roofing||0|0|0|0|0|0|0|0|0|0|lensroofing.com|Len's Roofing|||||len's roofing
Lenaghen Roofing Services||0|0|0|0|0|0|0|0|0|0|lenaghenroofing.com|Lenaghen Roofing Services|||||lenaghen roofing
Leo's Roofing||0|0|0|0|0|0|0|0|0|0|www.leosroofingsf.com|Leo's Roofing|||||leo's roofing
Lewis Bros Roofing Contractors||0|0|0|0|0|0|0|0|0|0|lewisbrosroofing.co.uk|Lewis Bros Roofing Contractors|||||lewis bros roofing
Lf Roofing Services||0|0|0|0|0|0|0|0|0|0|lfroofingservices.co.uk|Lf Roofing Services|||||lf roofing
Lifetime Quality||0|0|0|0|0|0|0|0|0|0|www.lifetimequalityroofing.com|Lifetime Quality|||||lifetime quality
Lifetime Roofing||0|0|0|0|0|0|0|0|0|0|www.lifetimeroofingla.com|Lifetime Roofing|||||lifetime roofing
Lindholm Roofing||0|0|0|0|0|0|0|0|0|0|www.lindholmroofing.com|Lindholm Roofing|||||lindholm roofing
Lindsay Roofing Contractors||0|0|0|0|0|0|0|0|0|0|unknown|Lindsay Roofing Contractors|||||lindsay roofing
Linear Roofing & General Contractors||0|0|0|0|0|0|0|0|0|0|www.linearroofing.com|Linear Roofing & General Contractors|||||linear roofing & general
Lloyd's Quality Roofing||0|0|0|0|0|0|0|0|0|0|lloydsqualityroofing.com|Lloyd's Quality Roofing|||||lloyd's quality roofing
LOA Roofing and Construction||0|0|0|0|0|0|0|0|0|0|||LOA Roofing and Construction||||loa roofing
Local Roofing||0|0|0|0|0|0|0|0|0|0|www.local-roofing.com|Local Roofing|||||local roofing
LocalRoofs||0|0|0|0|0|0|0|0|0|0|||LocalRoofs||||localroofs
Lockhart Roofing And Brickwork Services||0|0|0|0|0|0|0|0|0|0|lockhartroofingandbrickworkservices.co.uk|Lockhart Roofing And Brickwork Services|||||lockhart roofing & brickwork
Long Home Products||0|0|0|0|0|0|0|0|0|0|longhome.com|Long Home Products|||||long home products
Louisiana Roofing Contractors||0|0|0|0|0|0|0|0|0|0|www.lrcinfo.com|Louisiana Roofing Contractors|||||louisiana roofing
Lowden Roofing Contractors||0|0|0|0|0|0|0|0|0|0|unknown|Lowden Roofing Contractors|||||lowden roofing
Lr Roofing Services||0|0|0|0|0|0|0|0|0|0|lrroofing-kent.com|Lr Roofing Services|||||lr roofing
Lrf Roofing Services||0|0|0|0|0|0|0|0|0|0|roofingleicesterlrf.co.uk|Lrf Roofing Services|||||lrf roofing
Lubbock Roofing Contractor||0|0|0|0|0|0|0|0|0|0|lubbockroofingcontractor.com|Lubbock Roofing Contractor|||||lubbock roofing contractor
Lynch Roofing Services (Ballaghaderreen)||0|0|0|0|0|0|0|0|0|0|unknown|Lynch Roofing Services (Ballaghaderreen)|||||lynch roofing
Lyon Metal Roofing||0|0|0|0|0|0|0|0|0|0|wesellmetalroofing.com|Lyon Metal Roofing|||||lyon metal roofing
M & C Roofing Contractors||0|0|0|0|0|0|0|0|0|0|mcroofing.co.uk|M & C Roofing Contractors|||||m & c roofing
M & H Building & Roofing Services||0|0|0|0|0|0|0|0|0|0|mhbuildingandroofingltd.com|M & H Building & Roofing Services|||||m & h building & roofing
M B Roofing Services||0|0|0|0|0|0|0|0|0|0|mbroofingservices.com|M B Roofing Services|||||m b roofing
M Cook & Son Roofing Contractors||0|0|0|0|0|0|0|0|0|0|mcookandsonroofingltd.co.uk|M Cook & Son Roofing Contractors|||||m cook & son roofing
M J Daines Roofing Services||0|0|0|0|0|0|0|0|0|0|unknown|M J Daines Roofing Services|||||m j daines roofing
M J Mcauley Roofing Contractors||0|0|0|0|0|0|0|0|0|0|mcauleyroofing.co.uk|M J Mcauley Roofing Contractors|||||m j mcauley roofing
M J Sissons Roofing Services||0|0|0|0|0|0|0|0|0|0|mjsissonsroofingservices.com|M J Sissons Roofing Services|||||m j sissons roofing
M Marchant Specialist Lead Roofing Contractors||0|0|0|0|0|0|0|0|0|0|mmleadroofing.co.uk|M Marchant Specialist Lead Roofing Contractors|||||m marchant specialist lead roofing
M Thorp Roofing Contractors||0|0|0|0|0|0|0|0|0|0|mthorproofing.co.uk|M Thorp Roofing Contractors|||||m thorp roofing
M. Henrickson Flat Roofing Services||0|0|0|0|0|0|0|0|0|0|malcolmhenrickson.co.uk|M. Henrickson Flat Roofing Services|||||m. henrickson flat roofing
M. Thompson Roofing Services||0|0|0|0|0|0|0|0|0|0|unknown|M. Thompson Roofing Services|||||m. thompson roofing
M.A.R. Roofing Services||0|0|0|0|0|0|0|0|0|0|marroofing.co.uk|M.A.R. Roofing Services|||||m.a.r. roofing
M.A.T Roofing||0|0|0|0|0|0|0|0|0|0|matroofing.co.uk|M.A.T Roofing|||||m.a.t roofing
M.A.V. Roofing||0|0|0|0|0|0|0|0|0|0|mav-roofing.com|M.A.V. Roofing|||||m.a.v. roofing
M.C Roofing||0|0|0|0|0|0|0|0|0|0|mcroofingltd.co.uk|M.C Roofing|||||m.c roofing
M3 Roofing Contractors Miami||0|0|0|0|0|0|0|0|0|0|roofingfrommiami.com|M3 Roofing Contractors Miami|||||m3 roofing contractors miami
Ma Hooley (Roofing Contractors)||0|0|0|0|0|0|0|0|0|0|unknown|Ma Hooley (Roofing Contractors)|||||ma hooley
Mac Roofing Services||0|0|0|0|0|0|0|0|0|0|macroofingservices.com|Mac Roofing Services|||||mac roofing
Maccabees Roofing Contractors||0|0|0|0|0|0|0|0|0|0|maccabeesroofing.co.uk|Maccabees Roofing Contractors|||||maccabees roofing
Malarkey Roofing Co||0|0|0|0|0|0|0|0|0|0|www.malarkeyroofing.com|Malarkey Roofing Co|||||malarkey roofing
Mallard Roofing Group||0|0|0|0|0|0|0|0|0|0|unknown|Mallard Roofing Group|||||mallard roofing
Malone Roofing||0|0|0|0|0|0|0|0|0|0|www.ecmalone.com|Malone Roofing|||||malone roofing
Mammoth Roofing Services||0|0|0|0|0|0|0|0|0|0|usmammoth.com|Mammoth Roofing Services|||||mammoth roofing
Manhattan Roofing Contractors Nyc||0|0|0|0|0|0|0|0|0|0|manhattanroofingcontractorsnyc.com|Manhattan Roofing Contractors Nyc|||||manhattan roofing contractors nyc
Manning Dakbedekking||0|0|0|0|0|0|0|0|0|0|www.manning-dakbedekking.nl|Manning Dakbedekking|||||manning dakbedekking
Manny's Roofing||0|0|0|0|0|0|0|0|0|0|www.mannysroofing.com|Manny's Roofing|||||manny's roofing
Marathon Roofing & Services||0|0|0|0|0|0|0|0|0|0|marathonroof.com|Marathon Roofing & Services|||||marathon roofing
Marc Richardson Building Services||0|0|0|0|0|0|0|0|0|0|unknown|Marc Richardson Building Services|||||marc richardson building
Mardel Roofing Contractors||0|0|0|0|0|0|0|0|0|0|mardelroofing.co.uk|Mardel Roofing Contractors|||||mardel roofing
Marios||0|0|0|0|0|0|0|0|0|0|www.mariosroofing.com|Marios|||||marios
Mark & Son Roof and General Contracting||0|0|0|0|0|0|0|0|0|0|www.markandsoninc.com|Mark & Son Roof and General Contracting|||||mark & son roof & general contracting
Mark Game Roofing Contractor||0|0|0|0|0|0|0|0|0|0|markgameroofingltd.co.uk|Mark Game Roofing Contractor|||||mark game roofing contractor
Mark Nelson 1st Class Roofing Services||0|0|0|0|0|0|0|0|0|0|1stclassroofingservices.co.uk|Mark Nelson 1st Class Roofing Services|||||mark nelson 1st class roofing
Marley Paul Smith Roofing Services||0|0|0|0|0|0|0|0|0|0|marleypaulsmithroofing.com|Marley Paul Smith Roofing Services|||||marley paul smith roofing
Marshels Roofing Contractors||0|0|0|0|0|0|0|0|0|0|marshels-roofing.co.uk|Marshels Roofing Contractors|||||marshels roofing
Martin Solar||0|0|0|0|0|0|0|0|0|0|www.martinsolar.net|Martin Solar|||||martin solar
Martin-Tomlinson Roofing||0|0|0|0|0|0|0|0|0|0|m-troofing.com|Martin-Tomlinson Roofing|||||martin-tomlinson roofing
Massey Construction Group||0|0|0|0|0|0|0|0|0|0|www.masseyroofingservices.com|Massey Construction Group|||||massey
Masters Roofing (Other Commercial Services)||0|0|0|0|0|0|0|0|0|0|www.mastersroofinginc.com|Masters Roofing (Other Commercial Services)|||||masters roofing
Matt Sears & Sons Roofing Contractors||0|0|0|0|0|0|0|0|0|0|mattsearsroofing-torbay.co.uk|Matt Sears & Sons Roofing Contractors|||||matt sears & sons roofing
Max Abraham (Roofing Contractors)||0|0|0|0|0|0|0|0|0|0|maxabraham.co.uk|Max Abraham (Roofing Contractors)|||||max abraham
Max Sontz Roofing Services||0|0|0|0|0|0|0|0|0|0|www.sontzroofing.com|Max Sontz Roofing Services|||||max sontz roofing
Mba Roofing Services||0|0|0|0|0|0|0|0|0|0|mbaroofing.co.uk|Mba Roofing Services|||||mba roofing
McCoy's||0|0|0|0|0|0|0|0|0|0|www.mccoys.com|McCoy's|||||mccoy's
McHale Roofing||0|0|0|0|0|0|0|0|0|0|www.mchaleroofingfl.com|McHale Roofing|||||mchale roofing
McKinnis Roofing & Sheet Metal||0|0|0|0|0|0|0|0|0|0|||McKinnis Roofing & Sheet Metal||||mckinnis roofing & sheet metal
Mckinnis Roofing & Shtmtl||0|0|0|0|0|0|0|0|0|0|mckinnisroofing.com|Mckinnis Roofing & Shtmtl|||||mckinnis roofing & shtmtl
MD Contracting Roofing & Masonry||0|0|0|0|0|0|0|0|0|0|www.mdcontractingnj.com|MD Contracting Roofing & Masonry|||||md contracting roofing & masonry
Meades Roofing Services (Widnes)||0|0|0|0|0|0|0|0|0|0|unknown|Meades Roofing Services (Widnes)|||||meades roofing
MERIDIAN ROOFING SERVICES||0|0|0|0|0|0|0|0|0|0|meridianroofingservices.com|MERIDIAN ROOFING SERVICES|||||meridian roofing
Merriman Roofing Contractors||0|0|0|0|0|0|0|0|0|0|merrimanroofing.co.uk|Merriman Roofing Contractors|||||merriman roofing
Met-Spec Roofing Services||0|0|0|0|0|0|0|0|0|0|metspec.co.uk|Met-Spec Roofing Services|||||met-spec roofing
Metal Roofing - Piedmont Roofing||0|0|0|0|0|0|0|0|0|0|piedmontroofing.com|Metal Roofing - Piedmont Roofing|||||metal roofing - piedmont roofing
Metro Roofing & Metal Supply||0|0|0|0|0|0|0|0|0|0|www.metroroofingsupply.com|Metro Roofing & Metal Supply|||||metro roofing & metal supply
Metroll||0|0|0|0|0|0|0|0|0|0|www.metroll.com.au|Metroll|||||metroll
Mg Construction (Hereford)||0|0|0|0|0|0|0|0|0|0|unknown|Mg Construction (Hereford)|||||mg
MICHAEL J. BONAIUTO, GENERAL ROOFING CONTRACTORS||0|0|0|0|0|0|0|0|0|0|michaelbonaiutoroofing.com|MICHAEL J. BONAIUTO, GENERAL ROOFING CONTRACTORS|||||michael j. bonaiuto general roofing
Mid America Roofing||0|0|0|0|0|0|0|0|0|0|maroofing.com|Mid America Roofing|||||mid america roofing
Mid City Roofing Services||0|0|0|0|0|0|0|0|0|0|midcityroofingla.com|Mid City Roofing Services|||||mid city roofing
Mid West Roofing Contractors Association||0|0|0|0|0|0|0|0|0|0|mrca.org|Mid West Roofing Contractors Association|||||mid west roofing contractors association
Midamerica Roofing||0|0|0|0|0|0|0|0|0|0|midamericaroofing.com|Midamerica Roofing|||||midamerica roofing
Midland Roofing Services (Holdings)||0|0|0|0|0|0|0|0|0|0|roofingderby.com|Midland Roofing Services (Holdings)|||||midland roofing
Midland Surfacing||0|0|0|0|0|0|0|0|0|0|unknown|Midland Surfacing|||||midland surfacing
MidSouth Construction, LLC - Commercial & Residential Roofing Contractor||0|0|0|0|0|0|0|0|0|0|roofingbymidsouth.com|MidSouth Construction, LLC - Commercial & Residential Roofing Contractor|||||midsouth construction llc - commercial & residential roofing contractor
Midwest Contractor||0|0|0|0|0|0|0|0|0|0|www.midwest-contractor.com|Midwest Contractor|||||midwest contractor
Mighty Dog Roofing||0|0|0|0|0|0|0|0|0|0|www.mightydogroofing.com|Mighty Dog Roofing|Mighty Dog Roofing||||mighty dog roofing
MILLER ROOFING SERVICES||0|0|0|0|0|0|0|0|0|0|millerroofingservices.com|MILLER ROOFING SERVICES|||||miller roofing
Miller's Roofing Services||0|0|0|0|0|0|0|0|0|0|millersroofing.co.uk|Miller's Roofing Services|||||miller's roofing
Mills Siding & Roofing||0|0|0|0|0|0|0|0|0|0|www.millssidingandroofing.com|Mills Siding & Roofing|||||mills siding & roofing
Mission Valley Roofing||0|0|0|0|0|0|0|0|0|0|missionvalleyroofing.com|Mission Valley Roofing|||||mission valley roofing
Mj's Roofing And Building Services||0|0|0|0|0|0|0|0|0|0|unknown|Mj's Roofing And Building Services|||||mj's roofing & building
Mjb Building Surveying And Roofing Services||0|0|0|0|0|0|0|0|0|0|unknown|Mjb Building Surveying And Roofing Services|||||mjb building surveying & roofing
Modern Roofing & Restoration||0|0|0|0|0|0|0|0|0|0|modernroofingtx.com|Modern Roofing & Restoration|||||modern roofing & restoration
Monarch Roofing - Houston Roofing & Repair||0|0|0|0|0|0|0|0|0|0|monarch-roofing.com|Monarch Roofing - Houston Roofing & Repair|||||monarch roofing - houston roofing & repair
Moray Roofing And Building Services||0|0|0|0|0|0|0|0|0|0|theitrefuge.co.uk|Moray Roofing And Building Services|||||moray roofing & building
Morris Roofing Contractors||0|0|0|0|0|0|0|0|0|0|morrisroofing.co.uk|Morris Roofing Contractors|||||morris roofing
Mount Baker Roofing||0|0|0|0|0|0|0|0|0|0|mtbakerroofing.com|Mount Baker Roofing|||||mount baker roofing
Mr. Roofing||0|0|0|0|0|0|0|0|0|0|mrroofing.net|Mr. Roofing|||||mr. roofing
Msb Roofing Services||0|0|0|0|0|0|0|0|0|0|msbroofing.co.uk|Msb Roofing Services|||||msb roofing
Mueller||0|0|0|0|0|0|0|0|0|0|www.muellerinc.com|Mueller|||||mueller
Munz Roofing and Siding||0|0|0|0|0|0|0|0|0|0|www.munzroofing.com|Munz Roofing and Siding|||||munz roofing & siding
N. & H. Roofing And General Contractors||0|0|0|0|0|0|0|0|0|0|unknown|N. & H. Roofing And General Contractors|||||n. & h. roofing & general
N.V. Commercial Roofing||0|0|0|0|0|0|0|0|0|0|www.commercialroofingbronx.com|N.V. Commercial Roofing|||||n.v. commercial roofing
Nadco Roofing Services||0|0|0|0|0|0|0|0|0|0|nadcoroofing.co.uk|Nadco Roofing Services|||||nadco roofing
National Roofing Contractors Trade Show||0|0|0|0|0|0|0|0|0|0|unknown|National Roofing Contractors Trade Show|||||national roofing contractors trade show
Neligan Construction & Roofing||0|0|0|0|0|0|0|0|0|0|www.neliganconstruction.net|Neligan Construction & Roofing|||||neligan construction & roofing
