company_name|ein|stripped_company_name|annual_average_employees_2020|annual_average_employees_2021|annual_average_employees_2022|annual_average_employees_2023|annual_average_employees_2024|total_hours_worked_2020|total_hours_worked_2021|total_hours_worked_2022|total_hours_worked_2023|total_hours_worked_2024
Tri-State Roofing & Sheet Metal Company of Kentucky|550591155|tri-state roofing & sheet metal company of kentucky|48|0|55|41|45|79393|0|96282|87080|81254
Tri-State Roofing Contractors, LLC|452981549|tri-state roofing|45|45|56|70|70|969967|97519|132888|145217|153276
Triad Inc.|800728621|triad|35|47|0|0|0|67448|77850|0|0|0
Triad Roofing Company, Inc.|561649223|triad roofing|58|44|44|36|51|122885|102764|94204|64138|114225
Triangle Roofing, Inc.|251513867|triangle roofing|0|0|0|43|43|0|0|0|68469|69007
TRIMM CONSTRUCTION LLC|882510442|trimm|0|0|0|0|21|0|0|0|0|20125
Triple M Roofing Corp.|111986288|triple m roofing|36|0|0|0|0|74880|0|0|0|0
Tristate Roofing , Inc.|753256963|tristate roofing|0|0|85|71|0|0|0|171600|147600|0
Triton Roofing & Restoration, LLC|464489194|triton roofing & restoration|22|30|33|30|0|34110|45425|44143|46042|0
TRIUMPH PROPERTY SERVICES INC|203705181|triumph property|21|20|0|38|0|32268|26866|0|51694|0
TruCraft Roofing, LLC|273250335|trucraft roofing|0|45|45|0|0|0|108354|119557|0|0
True Corporation|852429879|true|0|0|0|8|0|0|0|0|25174|0
True Force roofing||true force roofing|0|0|0|0|25|0|0|0|0|50000
TRUST ROOFING, INC.|843714441|trust roofing|0|0|16|88|0|0|0|28086|177542|0
TRYLOCK ROOFING CO., INC.|10930909|trylock roofing|0|0|0|18|0|0|0|0|17634|0
Tugwell Roofing Co|813886237|tugwell roofing|45|43|0|33|0|89440|90740|0|62920|0
Tulsa Winch, Inc.|731507803|tulsa winch|0|0|0|180|0|0|0|0|341586|0
Tunnell Roofing Co Inc|952469085|tunnell roofing|0|0|0|0|23|0|0|0|0|40642
Turner Morris, Inc|841199856|turner morris|50|33|43|85|83|81256|67875|96685|163037|152266
Turner Roofing Company LTD|742271636|turner roofing|0|65|65|65|60|0|86653|84338|77620|82631
Turnkey roofing of florida||turnkey roofing of florida|0|0|164|178|0|0|0|184883|190320|0
TWIN CITY ROOFING LLC||twin city roofing|25|0|0|0|23|42808|0|0|0|38942
Tycor Roofing|341305968|tycor roofing|25|0|25|30|0|28694|0|35769|44418|0
Union City Care Center|262381604|union city care center|0|0|42|44|0|0|0|67144|69589|0
Union Roofing & Sheet Metal Company||union roofing & sheet metal|3|0|4|3|0|5704|0|7073|370|0
Union Roofing Co., Inc.|370808867|union roofing|21|17|18|19|17|38019|26095|33841|36217|27307
United Assets Services, Inc.|264331866|united assets|0|0|52|48|36|0|0|94241|78636|739201
United Natural Foods|410617000|united natural foods|143|0|0|0|0|184669|0|0|0|0
United Roofing & Sheet Metal, INc.|472424796|united roofing & sheet metal|52|47|41|39|26|86828|84637|72053|68290|48224
United States Roofing Corporation|231528668|united states roofing|115|0|156|126|161|239877|0|250054|261410|244335
UNIVERSAL BUILDERS GENERAL CONTRACTORS INC|161582694|universal builders general|17|21|0|0|0|38578|49140|0|0|0
UNIVERSAL CONTRACTING OF FLORIDA, LIC|800836587|universal contracting of florida lic|111|0|0|0|0|46036|0|0|0|0
Universal Roofing|205014410|universal roofing|23|25|24|0|0|47840|54500|52097|0|0
Upson Company|820455046|upson|77|60|0|91|0|149071|163078|0|171320|0
Upstate Roofing and painting|161021132|upstate roofing & painting|100|0|0|0|79|189168|0|0|0|129143
URETHANE SYSTEMS, INC.|593533404|urethane|22|17|22|0|0|41432|31743|40847|0|0
US Grounds Maintenance,LLC|812552412|us grounds maintenancellc|0|0|0|50|59|0|0|0|89381|87922
US Roofing Systems|853335306|us roofing|0|0|22|0|0|0|0|46786|0|0
Utah Tile & Roofing|870294971|utah tile & roofing|80|104|86|0|111|168710|175004|188253|0|238739
UTR Services|870509690|utr|25|23|20|23|20|52642|46369|43221|45468|46772
Valentine Roofing|800177243|valentine roofing|0|111|112|0|0|0|198976|160339|0|0
Valley Capital Inc.|364772609|valley|0|0|0|0|6|0|0|0|0|2433
VALLEY CONTRACTIN, INC.|620981218|valley contractin|0|0|0|0|30|0|0|0|0|43828
Van Doorn Roofing|363074704|van doorn roofing|0|0|0|0|25|0|0|0|0|41675
Van-Mulder Sheet Metal, Inc.||van-mulder sheet metal|49|41|33|37|0|84411|72082|45583|59274|0
Vegas Born Roofing LLC|824408837|vegas born roofing|40|65|65|0|0|907|65796|80875|0|0
Versatile Contracting, LLC|470970023|versatile contracting|0|0|0|9|0|0|0|0|17730|0
Versatile Roofing Systems Inc.|383595243|versatile roofing|0|0|55|57|71|0|0|115822|104721|154750
Veterans National Property Services|471304777|veterans national property|20|23|24|21|0|34477|41600|48550|42000|0
Veterans Painting Contractor, Inc.|462970975|veterans painting contractor|25|23|94|20|0|75423|49306|49488|36333|0
Victoria Roofing||victoria roofing|0|0|0|0|32|0|0|0|0|66560
Victors Home Solutions|320258174|victors home|0|0|0|0|236|0|0|0|0|433076
Viking Roofing, Inc||viking roofing|15|13|15|15|0|30594|24720|29148|27141|0
Vodika Roof Consulting & Maintenance LLC|844464166|vodika roof consulting & maintenance|0|0|0|0|11|0|0|0|0|1800
VPM INC|863223857|vpm|0|0|22|46|0|0|0|4996|79144|0
W. James Taylor, Inc.|370178070|w. james taylor|0|0|0|0|74|0|0|0|0|84973
W. James Taylor, Inc.  d/b/a Jim Taylor, Inc.||w. james taylor inc. d/b/a jim taylor|75|70|74|74|0|81107|74487|87318|88293|0
W.S. Aiken LLC||w.s. aiken|0|0|58|0|0|0|0|121899|0|0
Walsdorf Roofing Company, Inc.|391148372|walsdorf roofing|0|0|0|31|32|0|0|0|59038|60709
Walton Residential Services|460501582|walton residential|0|0|18|0|0|0|0|40601|0|0
Warren Construction & Roofing, Inc|202626621|warren construction & roofing|28|30|32|34|35|47873|47422|57054|63356|59223
Water Control Roofing Company, INC.|621225632|water control roofing|40|32|31|41|43|62706|57358|53400|73883|76042
Waterproofing  Associates, Inc.|770304667|waterproofing|120|165|165|180|165|251563|274980|332405|371758|273735
Watkins Roofing, Inc.|431003848|watkins roofing|50|50|53|142|75|62333|67406|92988|221036|145902
Watts & Associates Roofing Inc|570636830|watts & associates roofing|0|0|0|32|25|0|0|0|63201|54129
Watts & Associates Roofing Inc||watts & associates roofing|54|0|0|0|0|108856|0|0|0|0
Watts & Associates Waterproofing, Inc.|464411868|watts & associates waterproofing|0|0|0|0|20|0|0|0|0|41322
Waukegan Roofing Co., Inc.|364250332|waukegan roofing|61|57|48|0|0|54208|58598|73578|0|0
Waukesha Roofing & Sheet Metal, Inc.|391730835|waukesha roofing & sheet metal|0|0|0|20|0|0|0|0|38506|0
Wayne Roofing Systems, LLC||wayne roofing|0|0|0|12|0|0|0|0|19277|0
Wayne's Roofing, Inc.|910949176|wayne's roofing|0|0|127|127|0|0|0|212937|212937|0
Waynes Roofing Sheet Metal|593456848|waynes roofing sheet metal|20|16|20|30|0|29307|28730|23870|23598|0
Weather Shield Systems, Inc.|383381250|weather shield|0|83|84|79|118|0|142057|165599|152814|185818
Weathercraft Co. of Lincoln|470527585|weathercraft co. of lincoln|77|56|49|23|22|136977|101560|87616|39775|38140
Weathercraft, Inc.|431206531|weathercraft|40|33|31|36|33|64950|59047|52704|63511|57995
Weathergard Inc||weathergard|40|34|29|0|30|67979|58183|51950|0|55852
Weatherguard Roofing Co||weatherguard roofing|40|0|0|0|0|62772|0|0|0|0
Weathermaster Roofing Co., Inc.|161218937|weathermaster roofing|27|23|26|37|43|52670|42680|44168|53916|58722
WEATHERPROOF ROOFING COMPANY, INC.|464104274|weatherproof roofing|10|0|0|0|0|14329|0|0|0|0
Weathershield Roofing and Sheetmetal|471315870|weathershield roofing & sheetmetal|0|0|0|58|63|0|0|0|120640|126000
Weaver Metal & Roofing, Inc.|161343726|weaver metal & roofing|39|39|46|49|51|51420|66526|76947|79642|84810
Weddle and Sons, Inc.|481246096|weddle & sons|0|0|0|58|0|0|0|0|106010|0
Wenger Construction, Inc.|391893991|wenger|65|80|83|83|89|124066|158292|160975|160975|180474
West Coast FL Enterprises, Inc|592485149|west coast fl|100|93|89|92|107|213435|180084|168623|185028|237835
West Coast Roofing, LLC|261241882|west coast roofing|26|0|0|0|0|48220|0|0|0|0
West Roofing Systems Inc|341305282|west roofing|85|80|77|75|70|170626|176747|165456|161233|150671
Westco Roofing Company Inc|943302072|westco roofing|0|0|0|50|0|0|0|0|48000|0
Western Building Group, LLC||western building|0|120|0|0|0|0|224028|0|0|0
Western New York Exteriors, LLC|821128245|western new york exteriors|23|15|0|12|12|2000|19744|0|7542|20810
Western Pacific Roofing Corp.|952386834|western pacific roofing|82|71|60|70|55|163916|145669|123165|128928|100515
Western Products Inc.|455012876|western products|0|0|30|39|44|0|0|44056|67120|63727
Western Roofing Service|941431517|western roofing service|85|67|78|59|77|150095|117037|116953|120693|123260
Western Roofing, INC|841323606|western roofing|38|0|0|0|0|59668|0|0|0|0
Western Specialty Contractors|430634668|western specialty|0|0|115|154|161|0|0|229823|258792|269531
Westfall Construction|593284490|westfall|80|100|144|202|0|180000|200000|299520|420160|0
Westshore Roofing, Inc.|770539475|westshore roofing|0|0|35|0|32|0|0|56950|0|60000
Whip Mix Corporation|610380760|whip mix|122|0|0|0|0|238160|0|0|0|0
Whitco Roofing Inc|271843217|whitco roofing|53|0|59|43|50|116807|0|123368|88676|118631
White Castle Roofing|753006516|white castle roofing|168|212|163|192|191|290112|329766|313865|382180|392715
White Hat LLC|474186034|white hat|0|0|13|0|0|0|0|26000|0|0
White Rabbit Ventures|262035801|white rabbit|0|15|0|0|0|0|32000|0|0|0
Whitley Service Roofing & Sheet Metal Co|541540839|whitley service roofing & sheet metal|0|0|41|39|37|0|0|73075|68402|68068
Whitley/Service Roofing & Sheet Metal Company||whitley/service roofing & sheet metal|51|40|0|0|0|73929|68052|0|0|0
Whitley/Service Roofing & Sheet Metal Company of Charlottesville|472569376|whitley/service roofing & sheet metal company of charlottesville|0|0|20|20|21|0|0|35625|39042|39521
Wicks Roofing|770418522|wicks roofing|69|75|75|96|122|245044|136920|152486|198792|254990
Wicks Solar Inc|823501412|wicks solar|30|40|45|51|62|98373|62707|88658|105790|128483
Willham Roofing Co. Inc.||willham roofing|0|0|22|24|24|0|0|53047|58732|63137
William Molnar Roofing|382602417|william molnar roofing|36|39|36|34|0|67476|66397|62196|67971|0
Williamson Roofing LLC|273601587|williamson roofing|25|23|24|24|28|51259|48675|49733|49480|52000
WILSON ROOFING AND RENOVATIONS, LLC|920775136|wilson roofing & renovations|0|0|0|0|19|0|0|0|0|1975
Winding Roofing Company, Inc.||winding roofing|8|0|0|0|0|11004|0|0|0|0
Windridge Builders Inc|363669007|windridge builders|0|0|0|0|44|0|0|0|0|91520
Windward Management Co Ltd|364022704|windward|0|0|39|41|42|0|0|82969|78652|83567
Windward Roofing & Construction, Inc.|363507712|windward roofing|0|0|0|35|37|0|0|0|65351|74341
WM Commercial Roofing llc|834118324|wm commercial roofing|0|0|0|0|34|0|0|0|0|54687
Wm. Kramer & Son, Inc|310787481|wm. kramer & son|65|71|78|83|68|110731|121089|131583|139248|142653
Wm. Prescott Roofing & Rem., Inc|251477654|wm. prescott roofing & rem|0|0|16|0|0|0|0|31216|0|0
Wolf Commercial Roofing Inc|823789043|wolf commercial roofing|15|12|0|15|15|39525|29123|0|25173|21661
Wolfe Roofing Company|310919410|wolfe roofing|18|17|20|12|0|22699|16514|19893|18450|0
WOLFF ROOFING, LLC|844831873|wolff roofing|16|0|0|0|0|18194|0|0|0|0
Wolkow Braker Roofing Corp.|111501779|wolkow braker roofing|113|115|151|151|140|222284|230683|275200|371447|302960
Wolverine Roofing Service, LLC|921666225|wolverine roofing service|0|0|0|20|17|0|0|0|31531|30648
Wolverine Roofing, LLC|852667020|wolverine roofing|0|26|76|25|28|0|49396|73727|50192|52302
Woodall & Lang|540787479|woodall & lang|26|17|13|6|0|39778|29189|23593|8576|0
Woodall Companies LLC|261395825|woodall companies|0|30|28|0|0|0|50900|25463|0|0
Wormley Brothers Enterprises, Inc|271676296|wormley brothers|0|0|0|54|0|0|0|0|131890|0
WORNER ROOFING CO., INC.|852438045|worner roofing|0|0|0|20|0|0|0|0|32675|0
Worthmann Roofing|472139631|worthmann roofing|0|0|0|50|0|0|0|0|400721|0
Wrangler Roofing Inc|273308263|wrangler roofing|28|21|0|0|0|43778|36504|0|0|0
Wray Roofing|480924349|wray roofing|94|88|0|93|95|196878|143139|0|203641|209570
WS Aiken|831229520|ws aiken|43|50|0|65|76|90622|105604|0|153003|174867
WWRC,Inc.|850424702|wwrcinc|0|35|35|36|39|0|40540|45061|66886|61450
WxTite, LLC|842099309|wxtite|0|0|0|29|80|0|0|0|56028|171257
XLR8 Roofing & Construction, LLC|822025667|xlr8 roofing|15|0|0|0|0|27820|0|0|0|0
XRC, LLC|451565360|xrc|19|20|0|0|0|38953|39540|0|0|0
York Roofing Inc.|232063262|york roofing|31|26|0|21|22|63114|50179|0|41485|40150
Young Developers LLC|264594323|young developers|0|0|42|0|0|0|0|84317|0|0
Z ROOFING GROUP LLC|832413793|z roofing|15|60|0|0|0|25527|30908|0|0|0
