establishment_name|company_name|state|establishment_type|size|annual_average_employees|total_hours_worked|ein|filter_list_company_name|stripped_company_name|company_name_multiple_match
Yavapai OSB|McCarthy Building Companies, Inc.|AZ|1|2|27|56123|430399290|'McCarthy Building Companies'|mccarthy building companies|false
EVIT Power Campus|McCarthy Building Companies, Inc.|AZ|1|1|12|24757|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Pyramid Peak WTP|McCarthy Building Companies, Inc.|AZ|1|2|62|128000|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Gateway Solar|McCarthy Building Companies, Inc.|CA|1|2|21|44129|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Milford Solar|McCarthy Building Companies, Inc.|UT|1|2|79|164683|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Rosamond Solar|McCarthy Building Companies, Inc.|CA|1|2|72|148833|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Assembly Solar 1 & 2|McCarthy Building Companies, Inc.|MI|1|2|100|208184|430399290|'McCarthy Building Companies'|mccarthy building companies|false
American Kings Solar|McCarthy Building Companies, Inc.|CA|1|2|56|116200|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Sun Streams 2 Solar|McCarthy Building Companies, Inc.|AZ|1|2|64|132915|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Bighorn Solar 1|McCarthy Building Companies, Inc.|CO|1|2|26|54982|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Virgin Las Vegas Rebrand|McCarthy Building Companies, Inc.|NV|1|2|47|98020|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Superior Metals|Superior Metal Technologies|IN|1|2|99|210000|371446269|'Superior Metal Systems Inc.'|superior metal|false
Ann Arbor Hilton Garden Inn|Raymond Management Company|MI|1|2|33|39412|262870950|'Raymond Group'|raymond|false
Ann Arbor Towneplace Suites|Raymond Management Company|MI|1|2|18|26957|472825630|'Raymond Group'|raymond|false
Rogers Homewood Suites|Raymond Management Company|AR|1|2|24|31703|272361426|'Raymond Group'|raymond|false
Rogers Hampton Inn|Raymond Management Company|AR|1|2|22|26357|272361516|'Raymond Group'|raymond|false
Boise Home2 Suites|Raymond Management Company|ID|1|1|11|12625|834423287|'Raymond Group'|raymond|false
Boise Hampton Inn & Suites|Raymond Management Company|ID|1|2|37|49156|272361884|'Raymond Group'|raymond|false
Rosemont Hampton Inn & Suites|Raymond Management Company|IL|1|2|28|33970|474229861|'Raymond Group'|raymond|false
Chicago North Shore Hampton Inn & Suites|Raymond Management Company|IL|1|2|40|48338|452880754|'Raymond Group'|raymond|false
AC Hotel Liberty|Raymond Management Company|OH|1|2|32|43931|464064406|'Raymond Group'|raymond|false
Mason Hilton Garden Inn|Raymond Management Company|OH|1|2|25|32683|843359503|'Raymond Group'|raymond|false
Moorhead Courtyard|Raymond Management Company|MN|1|2|56|48513|472901917|'Raymond Group'|raymond|false
Fargo Hilton Garden Inn|Raymond Management Company|ND|1|2|50|55410|472883748|'Raymond Group'|raymond|false
Fargo Home2 Suites|Raymond Management Company|ND|1|2|23|31092|472873259|'Raymond Group'|raymond|false
Fort Worth Downtown Hampton Inn & Suites|Raymond Management Company|TX|1|2|50|61369|812714959|'Raymond Group'|raymond|false
Homewood Suites Fort Worth Medical Center|Raymond Management Company|TX|1|2|21|21813|472836036|'Raymond Group'|raymond|false
Fort Worth Hilton Garden Inn|Raymond Management Company|TX|1|2|46|52866|472863145|'Raymond Group'|raymond|false
Northgate Hilton Garden Inn|Raymond Management Company|TX|1|2|44|50192|474127063|'Raymond Group'|raymond|false
Northgate Hampton Inn & Suites|Raymond Management Company|TX|1|2|21|27315|474119291|'Raymond Group'|raymond|false
Joliet Home2 Suites|Raymond Management Company|IL|1|2|27|33414|813817343|'Raymond Group'|raymond|false
Overland Park Residence Inn|Raymond Management Company|KS|1|2|11|3604|852574397|'Raymond Group'|raymond|false
Overland Park Fairfield Inn & Suites|Raymond Management Company|KS|1|1|12|2641|852595610|'Raymond Group'|raymond|false
Kansas City Residence Inn|Raymond Management Company|MO|1|1|11|4376|852624092|'Raymond Group'|raymond|false
SpringHill Suites The Woodlands|Raymond Management Company|TX|1|2|22|31455|472740275|'Raymond Group'|raymond|false
Liberty TownePlace Suites|Raymond Management Company|MO|1|2|24|30655|815441585|'Raymond Group'|raymond|false
Joliet TownePlace Suites|Raymond Management Company|IL|1|2|24|35580|472915683|'Raymond Group'|raymond|false
Liberty Hampton Inn|Raymond Management Company|MO|1|2|23|28247|272361665|'Raymond Group'|raymond|false
Milwaukee Home2|Raymond Management Company|WI|1|2|26|31317|474888925|'Raymond Group'|raymond|false
Milwaukee Hilton Garden Inn|Raymond Management Company|WI|1|2|46|53422|472801498|'Raymond Group'|raymond|false
Madison Downtown Hampton Inn & Suites|Raymond Management Company|WI|1|2|49|49975|472985777|'Raymond Group'|raymond|false
Madison SpringHill Suites|Raymond Management Company|WI|1|2|47|46526|825053208|'Raymond Group'|raymond|false
Madison Hilton Garden Inn|Raymond Management Company|WI|1|1|3|1130|852676044|'Raymond Group'|raymond|false
St Paul Hampton Inn & Suites|Raymond Management Company|MN|1|1|12|5070|852638729|'Raymond Group'|raymond|false
St. Paul SpringHill Suites|Raymond Management Company|MN|1|1|9|24759|834405982|'Raymond Group'|raymond|false
Oklahoma City Homewood Suites|Raymond Management Company|OK|1|2|15|14652|272361602|'Raymond Group'|raymond|false
Oklahoma City Hampton Inn & Suites|Raymond Management Company|OK|1|2|34|42315|272361602|'Raymond Group'|raymond|false
Oklahoma City Hilton Garden Inn|Raymond Management Company|OK|1|2|45|58156|272361602|'Raymond Group'|raymond|false
O'Hare Hilton Garden Inn|Raymond Management Company|IL|1|2|64|86122|452880643|'Raymond Group'|raymond|false
Portland Hampton Inn & Suites|Raymond Management Company|OR|1|2|42|52378|812723252|'Raymond Group'|raymond|false
Rogers Residence Inn|Raymond Management Company|AR|1|2|15|21683|272361516|'Raymond Group'|raymond|false
Rochester North Hampton Inn & Suites|Raymond Management Company|MN|1|2|27|36674|273705024|'Raymond Group'|raymond|false
St Louis Hampton Inn|Raymond Management Company|MO|1|2|35|45346|273147179|'Raymond Group'|raymond|false
Forest Park Hampton Inn & Suites|Raymond Management Company|MO|1|2|28|36049|272361816|'Raymond Group'|raymond|false
Raymond Management Company Madison Office|Raymond Management Company|WI|1|2|58|114713|391424051|'Raymond Group'|raymond|false
The Lawson Roofing Co. Inc.|The Lawson Roofing Co. Inc.|CA|1|2|135|214485||'The Lawson Roofing Co. Inc.'|the lawson roofing|false
Premier Construction Group|Premier Construction Group|PA|1|2|32|658000|251847591|'Premier Enterprises'|premier|false
Premier Services|Premier Services|TX|1|2|28|48970|204499270|'Premier Enterprises'|premier|false
Nations Roof East|Nations Roof|NY|1|2|49|82215||'Nations Roof', 'Nations Roof LLC'|nations roof|true
Granite City Roofing, Inc.|Granite City Roofing, Inc.|MN|1|2|24|50058|411266940|'Granite City Roofing Inc.'|granite city roofing|false
Delmarva Roofing & Coating, Inc.|Delmarva Roofing & Coating, Inc.|DE|1|2|38|85506|510308585|'Delmarva Roofing & Coating Inc.'|delmarva roofing & coating|false
Browning Chapman, LLC|Browning Chapman, LLC|IN|1|2|115|240429|461327461|'Browning Chapman, LLC'|browning chapman|false
COASTAL ROOFING INC.|COASTAL ROOFING INC.|FL|1|2|45|93600|800624061|'Coastal Roofing Co. Inc.'|coastal roofing|false
Butcher & Butcher Construction|Butcher & Butcher Construction|MI|1|2|140|221089|383415894|'Butcher & Butcher Construction Co. Inc.'|butcher & butcher|false
Viking Roofing, Inc|Viking Roofing, Inc|NH|1|2|15|30594||'Viking Roofing Inc.'|viking roofing|false
Belvedere Senior Housing|Bravo Properties LLC|IN|1|2|45|7689033|300892199|'Bravo International Group'|bravo|false
Macri Roofing, Inc.|Macri Roofing, Inc.|CT|1|2|20|47444|060887578|'Macri Roofing Inc.'|macri roofing|false
Pro Management|Pro Management|CA|1|2|67|67167|520812977|'Pro Services CO LLC'|pro|false
ARCHITECTURAL SHEET METAL, INC|ARCHITECTURAL SHEET METAL, INC|WA|1|2|48|90491|911160776|'Architectural Sheet Metal Inc.'|architectural sheet metal|false
CMR Construction & Roofing|CMR Construction & Roofing|TX|1|2|161|334880||'CMR Construction & Roofing'|cmr construction & roofing|false
Ardizzone Enterprises|Ardizzone Enterprises|IN|1|2|35|78617|351805237|'Ardizzone Enterprises Inc.'|ardizzone|false
Brox Industries Inc. - Materials|Brox Industries Inc.|MA|1|2|43|85906|042772247|'Brox Industries LLC'|brox|false
Brox Industries Inc - Contracting|Brox Industries Inc,|MA|1|2|136|219243|042772247|'Brox Industries LLC'|brox|false
PHRG DET Sales & Marketing|Power Home Remodeling|MI|1|2|81|75800|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG-BOS Sales & Marketing|Power Home Remodeling|MA|1|2|144|152859|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG HQ|Power Home Remodeling|PA|1|3|616|1004815|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG MD Sales & Marketing|Power Home Remodeling|MD|1|2|181|211608|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG MD Ops|Power Home Remodeling|MD|1|2|30|29356|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG LI Sales & Marketing|Power Home Remodeling|NY|1|2|204|206756|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
Eskola LLC Nashville TN|Eskola LLC|TN|1|1|18|38669|200864887|'Eskola'|eskola|false
Eskola LLC Knoxville, TN|Eskola LLC|TN|1|1|47|100969|200864887|'Eskola'|eskola|false
ESKOLA LLC Morristown TN|Eskola LLC|TN|1|2|47|100969|200864887|'Eskola'|eskola|false
Golden Acres Manor|Alpha Inc|ND|1|2|100|124227|450350569|'Alpha Construction Services'|alpha|false
Mid State Roofing Inc|Mid State Roofing Inc|SC|1|2|25|44771|202017040|'Mid State Roofing Inc.'|mid state roofing|false
HALE INDUSTRIES|HALE INDUSTRIES INC|IN|1|2|36|66818|351941200|'Hale Associates LLC'|hale|false
Parsons House Cypress|Parsons Group Inc.|TX|1|2|33|51913|473286203|'Parsons Corporation'|parsons|false
Schefers Roofing Company|Schefers Roofing Company|AR|1|2|34|61115|113833862|'Schefers Roofing Co.'|schefers roofing|false
Schefers Construction Services|SCHEFERS ROOFING|MO|1|1|5|1214|202556779|'Schefers Roofing Co.'|schefers roofing|false
SCHEFERS ROOFING|SCHEFERS ROOFING|MO|1|2|55|101100|431715763|'Schefers Roofing Co.'|schefers roofing|false
Empire Roofing Companies Inc|Empire Roofing Companies Inc|TX|1|2|207|491398|752759310|'Empire Roofing Companies, Inc.'|empire roofing companies|false
Empire Roofing Company of Georgia Inc|Empire Roofing Company of Georgia Inc|GA|1|2|27|60965|271811195|'Empire Roofing Company of Georgia, Inc.'|empire roofing company of georgia|false
Empire Roofing Company Southeast LLC|Empire Roofing Company Southeast LLC|FL|1|2|83|186714|261887467|'Empire Roofing Company Southeast, LLC'|empire roofing company southeast|false
Empire Roofing of Oklahoma Inc|Empire Roofing of Oklahoma Inc|OK|1|2|45|111419|464038268|'Empire Roofing of Oklahoma, Inc.'|empire roofing of oklahoma|false
Daugherty|Daugherty Construction Inc|OH|1|2|24|47751||'Daugherty Construction Inc.'|daugherty|false
O'Neal Steel Incorporated_Grand Pairie|O'Neal Industries|TX|1|2|42|128458|630196990|'O'Neal Construction'|o'neal|false
Nations Roof MidAtlantic LLC|Nations Roof LLC|MD|1|2|55|134450||'Nations Roof', 'Nations Roof LLC'|nations roof|true
Porter Roofing Contractors Murfreesboro, TN|Porter Roofing|TN|1|2|30|99913|621037198|'Porter Roofing Contractors Inc.'|porter roofing|false
Porter Roofing Contractors Augusta, GA|Porter Roofing Contractors|GA|1|2|10|31936|621037198|'Porter Roofing Contractors Inc.'|porter roofing|false
Porter Roofing Contractors Milton, FL|PORTER ROOFING CONTRACTORS|FL|1|2|22|60933|621037198|'Porter Roofing Contractors Inc.'|porter roofing|false
Construction|Cedar Roofing Company|IL|1|2|100|190000|830344362|'Cedar Roofing Co. LLC'|cedar roofing|false
Alpha Systems LLC|Alpha systems LLC|IN|1|3|450|868192|261393320|'Alpha Construction Services'|alpha|false
Chinook Roofing|Chinook Roofing|WA|1|2|122|218319|800628673|'Chinook Roofing'|chinook roofing|false
Lutz Roofing Inc|Lutz Roofing Inc|MI|1|2|196|266973|382423268|'Lutz Roofing Co. Inc.'|lutz roofing|false
Rackley Roofing Co Inc|Rackley Roofing Co Inc|TN|1|2|109|260762|620932570|'Rackley Roofing Co. Inc.'|rackley roofing|false
Gordon Contractors Inc.|Gordon Contractors Inc.|MD|1|2|108|210457|412043935|'Gordon Contractors Inc.'|gordon|false
Interstate Construction Development Company|Interstate Construction Development Company|MD|1|2|151|309479|522190821|'Interstate Corp.'|interstate|false
Bone Roofing Supply, Inc.|Bone Roofing Supply, Inc|IL|1|2|45|126230|362729296|'Bone Roofing Supply Inc.'|bone roofing supply|false
Bitumar USA Inc.|Bitumar|MD|1|2|50|92425|522159654|'BITUMAR Inc.'|bitumar|false
Weaver Metal & Roofing, Inc.|Weaver Metal & Roofing, Inc.|NY|1|2|39|51420|161343726|'Weaver Metal & Roofing Inc.'|weaver metal & roofing|false
COMMONWEALTH ROOFING CORP|COMMONWEALTH ROOFING CORP|KY|1|2|29|60228|610995786|'Commonwealth Roofing Corp.'|commonwealth roofing|false
2100|CentiMark Corporation|OH|1|2|63|79374|251194990|'CentiMark Corporation'|centimark|false
Cedar Bayou|NRG|TX|1|2|68|136718||'NRG Construction LLC'|nrg|false
Hayden Building Maintenance Corp.|Hayden Building Maintenance Corp.|NY|1|2|73|85289|133152634|'Hayden Building Maintenance Corp.'|hayden building maintenance|false
Kreiling Roofing Co|Kreiling Roofing Co|IL|1|2|66|118986|371151409|'Kreiling Roofing Co.'|kreiling roofing|false
Skyline Roofing, LLC|Skyline Roofing, LLC|NH|1|2|33|22342|842129081|'Skyline Roofing Inc.', 'Skyline Roofing Services LLC'|skyline roofing|true
Atlanta|Allied Management Inc|GA|1|2|30|60573|301007753|'Allied Construction Services'|allied|false
BBB|Allied Management Inc|TX|1|2|80|108794|301007753|'Allied Construction Services'|allied|false
Denver|Allied Management Inc|CO|1|1|15|20662|301007753|'Allied Construction Services'|allied|false
FB1|Allied Management Inc|TX|1|2|40|84992|301007753|'Allied Construction Services'|allied|false
Fort Mill|Allied Management Inc|SC|1|1|12|23145|301007753|'Allied Construction Services'|allied|false
Mira Loma|Allied Management Inc|CA|1|1|15|32608|301007753|'Allied Construction Services'|allied|false
Mykawa|Allied Management Inc|TX|1|2|350|464460|301007753|'Allied Construction Services'|allied|false
Ohio|Allied Management Inc|OH|1|2|40|56481|301007753|'Allied Construction Services'|allied|false
Ridgefield|Allied Management Inc|WA|1|1|13|22765|301007753|'Allied Construction Services'|allied|false
StLouis|Allied Management Inc|MO|1|1|9|15411|301007753|'Allied Construction Services'|allied|false
Warren Valve|Allied Management Inc|TX|1|2|80|152168|301007753|'Allied Construction Services'|allied|false
Mykawa6666|Allied Management Inc|TX|1|1|5|19461|301007753|'Allied Construction Services'|allied|false
Allied Pipe HOU|Allied Management Inc|TX|1|1|15|15707|301007753|'Allied Construction Services'|allied|false
Allied Pipe Ill|Allied Management Inc|IL|1|1|10|10150|301007753|'Allied Construction Services'|allied|false
Dayton|Allied Management Inc|NJ|1|2|10|15622|301007753|'Allied Construction Services'|allied|false
Wray Roofing, Inc|Wray Roofing|KS|1|2|94|196878||'Wray Roofing Inc.'|wray roofing|false
HC NATIONWIDE LLC|HC NATIONWIDE LLC|OH|1|2|30|31521|300632487|'HC Nationwide LLC'|hc nationwide|false
O'Neal Steel Incorporated_Shelbyville|O'Neal Industries|IN|1|2|69|187325|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Evansville|O'Neal Industries|IN|1|2|20|59733|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel Incorporated_Ft. Wayne|O'Neal Industries|IN|1|2|20|56316|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel LLC_Birmingham|O'Neal Industries|AL|1|2|103|283229|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel, LLC Birmingham|O'Neal Industries|AL|1|2|103|283229|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel, LLC_Corporate Office|O'Neal Industries|AL|1|2|137|475680|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel, LLC Shelbyville|O'Neal Industries|IN|1|2|69|187324|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel LLC_Waterloo|O'Neal Industries|IA|1|2|20|52470|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel LLC_Evansville|O'Neal Industries|IN|1|2|19|59732|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel, LLC Corporate Office|O'Neal Industries|AL|1|2|137|475680|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel LLC_Grand Prairie|O'Neal Industries|TX|1|2|42|128458|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel LLC_Ft. Wayne|O'Neal Industries|IN|1|2|20|56316|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel LLC_Greensboro|O'Neal Industries|NC|1|2|32|89280|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel LLC_Jacksonville|O'Neal Industries|FL|1|2|24|67492|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel LLC_Nashville|O'Neal Industries|TN|1|2|20|57950|630196990|'O'Neal Construction'|o'neal|false
O'Neal Steel LLC_Shelbyville|O'Neal Industries|IN|1|1|69|187324|630196990|'O'Neal Construction'|o'neal|false
Roofing Contractor|Weatherguard Roofing Co|IL|1|2|40|62772||'Weatherguard Roofing'|weatherguard roofing|false
Peterson Manufacturing Company|Peterson Manufacturing Company|MO|1|3|291|572307||'Peterson Consulting Group'|peterson|false
Vector Tool & Engineering|Peterson Manufacturing Company|MO|1|2|33|69444||'Peterson Consulting Group'|peterson|false
TeamCraft Roofing, Inc.|TeamCraft Roofing, Inc.|NC|1|3|286|812173|561986226|'TeamCraft Roofing Inc.'|teamcraft roofing|false
Liberty Sheet Metal, Inc.|Liberty Sheet Metal, Inc.|MI|1|2|72|118440|263824306|'Liberty Sheet Metal'|liberty sheet metal|false
Commercial Roofing and Coating Systems LLC|Commercial Roofing and Coating Systems LLC|OH|1|2|10|20650|900735999|'Commercial Roofing and Coating Systems LLC'|commercial roofing and coating|false
Roser Technologies Inc.|Roser Technologies Inc.|PA|1|2|125|249725||'Roser Co. Ltd.'|roser|false
Matthew Warren Inc.|MW Industries Inc.|NC|1|3|2014|4358248|382938499|'MW'|mw|false
Cylinder Manufacturing Valve & Pump Plant|Cross Manufacturing|KS|1|2|51|88684|480668545|'Cross Construction CO. INC.'|cross|false
Demilec Inc.|HUNTSMAN BUILDING SOLUTIONS|TX|1|2|78|163265|463224688|'Huntsman Building Solutions'|huntsman building|false
MONARCH INC|MONARCH INC|OK|1|2|40|83200|731209599|'Monarch Consulting Services'|monarch|false
Western Roofing, INC|Western Roofing, INC|CO|1|2|38|59668|841323606|'Western Roofing Co.'|western roofing|false
